unit,attribute,control_tier,workflow_role,reference_available,reference_source,reference_total,census_available,census_source,census_total,seed_total,seed_to_reference_ratio,seed_to_census_ratio,n_categories,tvd,mae_pp,rmse_pp,max_abs_pp,target_provenance,smoothing_mode,raw_target_total,effective_target_total,donor_support_mass,fit_error
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,315.0,True,smoothed_direct_da,315.0,8290.0,26.317460317460316,26.317460317460316,2,0.02570700978421124,2.570700978421124,2.570700978421124,2.5707009784211254,direct_da,direct,315.0,315.0,327.0,0.09121171558648922
person,sex,tier_1,joint_fit,True,smoothed_direct_da,400.0,True,smoothed_direct_da,400.0,15546.0,38.865,38.865,2,0.0012221793387366675,0.12221793387366675,0.12221793387366675,0.12221793387366953,direct_da,direct,400.0,400.0,170.0,0.13495269883902103
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,400.0,True,smoothed_direct_da,400.0,15546.0,38.865,38.865,15,0.14243696127621253,1.8991594836828336,2.2668013820577153,3.990415540975171,direct_da,direct,400.0,400.0,171.0,0.44523742484770423
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,8616.0,49.23428571428571,49.23428571428571,5,0.15896007428040854,6.358402971216341,8.20054966781953,13.936530043772377,direct_da,direct,175.0,175.0,180.0,0.16391692854721493
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,180.0,True,smoothed_direct_da,180.0,8616.0,47.86666666666667,47.86666666666667,5,0.15943206437635407,6.3772825750541635,8.025134730378394,14.96827607551841,direct_da,direct,180.0,180.0,180.0,0.10734242745361272
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,10766.0,36.49491525423729,36.49491525423729,3,0.09238122526346282,6.158748350897522,6.632338966165133,9.238122526346281,direct_da,direct,295.0,295.0,154.0,0.18411538294094398
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,12871.0,39.60307692307693,39.60307692307693,3,0.15771412178839728,10.514274785893152,12.431419568351641,15.771412178839729,direct_da,direct,325.0,325.0,171.0,0.3123960283480489
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,12871.0,39.60307692307693,39.60307692307693,4,0.07081871589679839,3.5409357948399194,4.167155069038202,7.081871589679833,direct_da,direct,325.0,325.0,171.0,0.1660191588697463
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,190.0,True,smoothed_direct_da,190.0,8616.0,45.34736842105263,45.34736842105263,2,0.2236536675951718,22.36536675951718,22.36536675951718,22.36536675951718,direct_da,direct,190.0,190.0,180.0,0.39476151548315536
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,180.0,True,smoothed_direct_da,180.0,8613.0,47.85,47.85,3,0.03120283292697088,2.0801888617980584,2.5151779044605407,3.1202832926970854,direct_da,direct,180.0,180.0,180.0,0.16436106689717817
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,465.0,True,smoothed_direct_da,465.0,15417.0,33.15483870967742,33.15483870967742,2,0.12814927802781595,12.814927802781595,12.814927802781595,12.814927802781598,direct_da,direct,465.0,465.0,170.0,0.255877601815784
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,465.0,True,smoothed_direct_da,465.0,15417.0,33.15483870967742,33.15483870967742,3,0.10544915855350294,7.0299439035668625,8.302689042136869,10.544915855350295,direct_da,direct,465.0,465.0,170.0,0.3774493867213327
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,125.0,True,smoothed_direct_da,125.0,1582.0,12.656,12.656,4,0.56,28.000000000000004,33.63529142655287,54.35651074589127,direct_da,direct,125.0,125.0,16.0,0.7209646022037597
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,115.0,True,smoothed_direct_da,115.0,5714.0,49.68695652173913,49.68695652173913,5,0.18459618633105568,7.383847453242227,10.106570958131547,18.459618633105567,direct_da,direct,115.0,115.0,93.0,0.21492987654354806
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,190.0,True,smoothed_direct_da,190.0,8616.0,45.34736842105263,45.34736842105263,5,0.12828641939109608,5.131456775643843,7.565380471437547,12.011313101695741,direct_da,direct,190.0,190.0,180.0,0.26149376705919297
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,340.0,True,smoothed_direct_da,340.0,8616.0,25.341176470588234,25.341176470588234,11,0.3115066360806161,5.663757019647565,7.431073960062603,15.897919056201864,direct_da,direct,340.0,340.0,180.0,0.5942645604960924
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,190.0,True,smoothed_direct_da,190.0,8616.0,45.34736842105263,45.34736842105263,3,0.12127498411767582,8.084998941178387,8.911227884852096,12.127498411767585,direct_da,direct,190.0,190.0,180.0,0.0856288997904216
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,190.0,True,smoothed_direct_da,190.0,8290.0,43.63157894736842,43.63157894736842,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,190.0,190.0,176.0,0.052896316084873864
person,sex,tier_1,joint_fit,True,smoothed_direct_da,675.0,True,smoothed_direct_da,675.0,15546.0,23.031111111111112,23.031111111111112,2,0.03211115399459666,3.2111153994596657,3.2111153994596657,3.2111153994596684,direct_da,direct,675.0,675.0,331.0,0.04651793700462846
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,675.0,True,smoothed_direct_da,675.0,15546.0,23.031111111111112,23.031111111111112,15,0.13900395957516765,1.853386127668902,2.5693471539084194,6.228826278999961,direct_da,direct,675.0,675.0,331.0,0.24683481897782267
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,340.0,True,smoothed_direct_da,340.0,8616.0,25.341176470588234,25.341176470588234,5,0.09155333442569227,3.662133377027691,4.129270076693168,5.6741220164946204,direct_da,direct,340.0,340.0,345.0,0.06378082162408986
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,340.0,True,smoothed_direct_da,340.0,8616.0,25.341176470588234,25.341176470588234,5,0.1004451362717789,4.017805450871156,4.14264416755775,5.491151892511875,direct_da,direct,340.0,340.0,345.0,0.05126302635881864
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,435.0,True,smoothed_direct_da,435.0,10766.0,24.74942528735632,24.74942528735632,3,0.017690857339303617,1.1793904892869078,1.3156964399868571,1.7690857339303645,direct_da,direct,435.0,435.0,295.0,0.11670105760986813
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,570.0,True,smoothed_direct_da,570.0,12871.0,22.580701754385966,22.580701754385966,3,0.019320599688951223,1.2880399792634147,1.367904323112166,1.9320599688951223,direct_da,direct,570.0,570.0,330.0,0.17893538271121692
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,570.0,True,smoothed_direct_da,570.0,12871.0,22.580701754385966,22.580701754385966,4,0.08067026785361348,4.033513392680674,4.757260931717481,8.067026785361348,direct_da,direct,570.0,570.0,330.0,0.11632489091716525
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,335.0,True,smoothed_direct_da,335.0,8616.0,25.719402985074627,25.719402985074627,2,0.0818626228190524,8.18626228190524,8.18626228190524,8.186262281905243,direct_da,direct,335.0,335.0,345.0,0.033708023838958816
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,350.0,True,smoothed_direct_da,350.0,8613.0,24.60857142857143,24.60857142857143,3,0.00501235673649468,0.334157115766312,0.3804433774599012,0.5012356736494666,direct_da,direct,350.0,350.0,344.0,0.039196168133823484
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,635.0,True,smoothed_direct_da,635.0,15417.0,24.278740157480314,24.278740157480314,2,0.0075716600807268775,0.7571660080726877,0.7571660080726877,0.7571660080726905,direct_da,direct,635.0,635.0,331.0,0.04036369557275157
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,640.0,True,smoothed_direct_da,640.0,15417.0,24.0890625,24.0890625,3,0.06896252918855807,4.597501945903871,5.184593684816872,6.896252918855805,direct_da,direct,640.0,640.0,331.0,0.08379836231734614
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,165.0,True,smoothed_direct_da,165.0,1582.0,9.587878787878788,9.587878787878788,4,0.787878787878788,39.3939393939394,48.01825713104213,77.14438953377007,direct_da,direct,165.0,165.0,26.0,0.8098639879016194
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,160.0,True,smoothed_direct_da,160.0,5714.0,35.7125,35.7125,5,0.03815190759537977,1.526076303815191,1.9148461187013153,3.1096867343367167,direct_da,direct,160.0,160.0,169.0,0.22697247317582395
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8616.0,26.51076923076923,26.51076923076923,5,0.04325941004213983,1.7303764016855934,2.206702355074282,3.746160988500822,direct_da,direct,325.0,325.0,345.0,0.1575734546026702
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,625.0,True,smoothed_direct_da,625.0,8616.0,13.7856,13.7856,11,0.2905654596100278,5.28300835654596,7.531178300627711,15.52144846796657,direct_da,direct,625.0,625.0,345.0,0.5241390301376259
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,330.0,True,smoothed_direct_da,330.0,8616.0,26.10909090909091,26.10909090909091,3,0.08331645142230101,5.554430094820067,6.3645070913357955,8.331645142230105,direct_da,direct,330.0,330.0,345.0,0.06980303775535711
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,325.0,True,smoothed_direct_da,325.0,8290.0,25.50769230769231,25.50769230769231,2,0.03767282175002319,3.767282175002319,3.767282175002319,3.7672821750023204,direct_da,direct,325.0,325.0,339.0,0.020225011999685506
person,sex,tier_1,joint_fit,True,smoothed_direct_da,460.0,True,smoothed_direct_da,460.0,15546.0,33.79565217391304,33.79565217391304,2,0.08817870107786713,8.817870107786712,8.817870107786712,8.817870107786712,direct_da,direct,460.0,460.0,285.0,0.05887842106141178
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,460.0,True,smoothed_direct_da,460.0,15546.0,33.79565217391304,33.79565217391304,15,0.14771729341813075,1.9695639122417434,2.5186124703185735,5.596714379205612,direct_da,direct,460.0,460.0,285.0,0.1659364508434894
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,8616.0,29.20677966101695,29.20677966101695,5,0.15022307728624712,6.008923091449884,7.827448490253004,15.022307728624718,direct_da,direct,295.0,295.0,295.0,0.07316125770293044
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8616.0,28.72,28.72,5,0.14033890436397403,5.613556174558961,7.3676150579203945,13.92061281337048,direct_da,direct,300.0,300.0,295.0,0.07092571318668202
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,295.0,True,smoothed_direct_da,295.0,10766.0,36.49491525423729,36.49491525423729,3,0.06955670236179815,4.637113490786543,4.967303104714378,6.955670236179813,direct_da,direct,295.0,295.0,260.0,0.10227658045126446
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,12871.0,33.43116883116883,33.43116883116883,3,0.1051714969825451,7.011433132169674,7.489064567182238,10.517149698254514,direct_da,direct,385.0,385.0,285.0,0.1791231806260646
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,385.0,True,smoothed_direct_da,385.0,12871.0,33.43116883116883,33.43116883116883,4,0.1032483172177058,5.16241586088529,6.461713923562147,10.324831721770577,direct_da,direct,385.0,385.0,285.0,0.15553945554242168
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8616.0,30.771428571428572,30.771428571428572,2,0.07991776097625679,7.991776097625679,7.991776097625679,7.99177609762568,direct_da,direct,280.0,280.0,295.0,0.08076250959664338
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,300.0,True,smoothed_direct_da,300.0,8613.0,28.71,28.71,3,0.03627655869035176,2.418437246023451,2.929353020592738,3.6276558690351735,direct_da,direct,300.0,300.0,295.0,0.03277139339034164
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,420.0,True,smoothed_direct_da,420.0,15417.0,36.707142857142856,36.707142857142856,2,0.160407342543945,16.0407342543945,16.040734254394504,16.040734254394508,direct_da,direct,420.0,420.0,284.0,0.16839162387507478
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,15417.0,37.149397590361446,37.149397590361446,3,0.14668129611264677,9.778753074176452,10.994665105817639,14.66812961126468,direct_da,direct,415.0,415.0,284.0,0.17346778071960298
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,135.0,True,smoothed_direct_da,135.0,1582.0,11.718518518518518,11.718518518518518,4,0.8148148148148148,40.74074074074074,50.946768857986314,79.83799222737275,direct_da,direct,135.0,135.0,24.0,1.054745641129649
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,140.0,True,smoothed_direct_da,140.0,5714.0,40.81428571428572,40.81428571428572,5,0.07937896894844741,3.1751587579378966,4.228634896820211,7.937896894844745,direct_da,direct,140.0,140.0,147.0,0.5754354488036544
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,5,0.27041318477251625,10.81652739090065,14.268012143400718,27.04131847725163,direct_da,direct,250.0,250.0,295.0,0.17999999999999997
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,515.0,True,smoothed_direct_da,515.0,8616.0,16.730097087378642,16.730097087378642,11,0.06448152455129766,1.172391355478139,1.5643053096419546,2.886591665089111,direct_da,direct,515.0,515.0,294.0,0.4341898547151911
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8616.0,30.771428571428572,30.771428571428572,3,0.10322987133572092,6.881991422381395,7.302667311983722,10.322987133572099,direct_da,direct,280.0,280.0,295.0,0.36077867205474196
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,270.0,True,smoothed_direct_da,270.0,8290.0,30.703703703703702,30.703703703703702,2,0.11829960237680381,11.829960237680382,11.829960237680382,11.829960237680382,direct_da,direct,270.0,270.0,292.0,0.10094519968901994
person,sex,tier_1,joint_fit,True,smoothed_direct_da,445.0,True,smoothed_direct_da,445.0,15546.0,34.934831460674154,34.934831460674154,2,0.02931206697918609,2.931206697918609,2.931206697918609,2.931206697918615,direct_da,direct,445.0,445.0,257.0,0.05225564378642995
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,445.0,True,smoothed_direct_da,445.0,15546.0,34.934831460674154,34.934831460674154,15,0.22986439663658556,3.064858621821141,4.473623302852806,13.12198520664299,direct_da,direct,445.0,445.0,258.0,0.27181868846282364
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,265.0,True,smoothed_direct_da,265.0,8616.0,32.51320754716981,32.51320754716981,5,0.10432762215097839,4.173104886039136,5.310457228670723,9.698498624761303,direct_da,direct,265.0,265.0,265.0,0.17598148713673223
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,265.0,True,smoothed_direct_da,265.0,8616.0,32.51320754716981,32.51320754716981,5,0.09481044480650304,3.7924177922601214,4.827948257508589,9.481044480650308,direct_da,direct,265.0,265.0,265.0,0.15987276708422873
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,360.0,True,smoothed_direct_da,360.0,10766.0,29.905555555555555,29.905555555555555,3,0.08767312733502589,5.844875155668392,6.272577542172178,8.767312733502585,direct_da,direct,360.0,360.0,240.0,0.1421540610625746
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,395.0,True,smoothed_direct_da,395.0,12871.0,32.584810126582276,32.584810126582276,3,0.17339441330672722,11.559627553781816,13.10304220289128,17.339441330672724,direct_da,direct,395.0,395.0,258.0,0.20657378035684656
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,395.0,True,smoothed_direct_da,395.0,12871.0,32.584810126582276,32.584810126582276,4,0.05521587633469022,2.7607938167345107,3.5714151720332827,5.521587633469019,direct_da,direct,395.0,395.0,258.0,0.28768276683661864
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,290.0,True,smoothed_direct_da,290.0,8616.0,29.71034482758621,29.71034482758621,2,0.12020539173310285,12.020539173310285,12.020539173310285,12.020539173310285,direct_da,direct,290.0,290.0,265.0,0.17818921753986103
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,265.0,True,smoothed_direct_da,265.0,8613.0,32.50188679245283,32.50188679245283,3,0.03407530082871657,2.2716867219144383,2.7496579196066606,3.407530082871657,direct_da,direct,265.0,265.0,265.0,0.027420555492398108
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,485.0,True,smoothed_direct_da,485.0,15417.0,31.787628865979382,31.787628865979382,2,0.002331741169374582,0.2331741169374582,0.2331741169374582,0.23317411693746237,direct_da,direct,485.0,485.0,258.0,0.13042012677311657
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,485.0,True,smoothed_direct_da,485.0,15417.0,31.787628865979382,31.787628865979382,3,0.043108792075155986,2.8739194716770657,3.300092605623011,4.310879207515594,direct_da,direct,485.0,485.0,258.0,0.2021760714371064
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,150.0,True,smoothed_direct_da,150.0,1582.0,10.546666666666667,10.546666666666667,4,0.7000000000000001,35.0,42.615145509461804,68.35651074589128,direct_da,direct,150.0,150.0,13.0,0.7599384037228276
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,155.0,True,smoothed_direct_da,155.0,5714.0,36.86451612903226,36.86451612903226,5,0.08467600799394809,3.387040319757924,4.208160542787354,6.451612903225806,direct_da,direct,155.0,155.0,133.0,0.33258116301270507
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,265.0,True,smoothed_direct_da,265.0,8616.0,32.51320754716981,32.51320754716981,5,0.11698945358350414,4.679578143340166,6.048106514245964,10.633354356090466,direct_da,direct,265.0,265.0,265.0,0.15441987611511865
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,535.0,True,smoothed_direct_da,535.0,8616.0,16.104672897196263,16.104672897196263,11,0.19991170523867788,3.6347582770668705,5.051861222776306,10.235467159555355,direct_da,direct,535.0,535.0,265.0,0.5046834951238622
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,285.0,True,smoothed_direct_da,285.0,8616.0,30.231578947368423,30.231578947368423,3,0.09320480867907932,6.213653911938621,6.747001728184799,9.320480867907937,direct_da,direct,285.0,285.0,265.0,0.07017543859649121
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,280.0,True,smoothed_direct_da,280.0,8290.0,29.607142857142858,29.607142857142858,2,0.013975529898328481,1.3975529898328483,1.3975529898328483,1.397552989832851,direct_da,direct,280.0,280.0,253.0,0.07100777358976446
person,sex,tier_1,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,15546.0,31.726530612244897,31.726530612244897,2,0.029390065559222522,2.9390065559222522,2.9390065559222522,2.9390065559222522,direct_da,direct,490.0,490.0,247.0,0.051048119612774924
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,490.0,True,smoothed_direct_da,490.0,15546.0,31.726530612244897,31.726530612244897,15,0.13688014765921808,1.8250686354562409,2.306316167148482,4.356787099247263,direct_da,direct,490.0,490.0,247.0,0.32455557608140184
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,5,0.07079387186629527,2.8317548746518106,3.6669544943039964,7.079387186629521,direct_da,direct,250.0,250.0,255.0,0.1921670646984525
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8616.0,34.464,34.464,5,0.07996750232126275,3.19870009285051,3.863036250519942,7.079387186629521,direct_da,direct,250.0,250.0,255.0,0.09759548970741505
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,345.0,True,smoothed_direct_da,345.0,10766.0,31.205797101449274,31.205797101449274,3,0.08525766839782781,5.683844559855187,6.089173808693227,8.525766839782777,direct_da,direct,345.0,345.0,228.0,0.09272289393918959
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,12871.0,31.014457831325302,31.014457831325302,3,0.1072056074503905,7.1470404966927,8.048475434023898,10.720560745039053,direct_da,direct,415.0,415.0,246.0,0.20336419912480413
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,415.0,True,smoothed_direct_da,415.0,12871.0,31.014457831325302,31.014457831325302,4,0.05710231181894853,2.8551155909474266,3.434667544874687,5.710231181894853,direct_da,direct,415.0,415.0,246.0,0.19151564630168944
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,255.0,True,smoothed_direct_da,255.0,8616.0,33.78823529411765,33.78823529411765,2,0.15502621661477967,15.502621661477967,15.502621661477967,15.502621661477967,direct_da,direct,255.0,255.0,255.0,0.26485719897766546
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8613.0,34.452,34.452,3,0.05294322535701845,3.5295483571345634,4.290001828153153,5.294322535701845,direct_da,direct,250.0,250.0,255.0,0.020000000000000125
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,495.0,True,smoothed_direct_da,495.0,15417.0,31.145454545454545,31.145454545454545,2,0.0012088190722166076,0.12088190722166076,0.12088190722166076,0.12088190722166214,direct_da,direct,495.0,495.0,244.0,0.07703712008805275
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,495.0,True,smoothed_direct_da,495.0,15417.0,31.145454545454545,31.145454545454545,3,0.06258734454881566,4.172489636587711,4.690553003193728,6.258734454881565,direct_da,direct,495.0,495.0,244.0,0.2138678550662015
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,175.0,True,smoothed_direct_da,175.0,1582.0,9.04,9.04,4,0.7142857142857143,35.714285714285715,43.09222897414686,69.78508217446272,direct_da,direct,175.0,175.0,14.0,0.8136096272752881
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,180.0,True,smoothed_direct_da,180.0,5714.0,31.744444444444444,31.744444444444444,5,0.10401353401003384,4.1605413604013535,5.251050029450661,8.333333333333332,direct_da,direct,180.0,180.0,133.0,0.9009094530792016
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,260.0,True,smoothed_direct_da,260.0,8616.0,33.13846153846154,33.13846153846154,5,0.14872151989143637,5.948860795657454,7.3020904574209275,11.125991000642815,direct_da,direct,260.0,260.0,255.0,0.3038221591470681
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,510.0,True,smoothed_direct_da,510.0,8616.0,16.894117647058824,16.894117647058824,11,0.27003113223005076,4.909656949637286,6.654750891111111,14.917526899339123,direct_da,direct,510.0,510.0,255.0,0.5000719675416886
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,260.0,True,smoothed_direct_da,260.0,8616.0,33.13846153846154,33.13846153846154,3,0.09877330190700664,6.584886793800443,7.066794917903871,9.877330190700661,direct_da,direct,260.0,260.0,255.0,0.2839773096446615
household,core_housing_need,tier_3,joint_fit,True,smoothed_direct_da,230.0,True,smoothed_direct_da,230.0,8290.0,36.04347826086956,36.04347826086956,2,0.08540410132689989,8.540410132689988,8.540410132689988,8.54041013268999,direct_da,direct,230.0,230.0,248.0,0.10868564591475992
person,sex,tier_1,joint_fit,True,smoothed_direct_da,470.0,True,smoothed_direct_da,470.0,15546.0,33.07659574468085,33.07659574468085,2,0.0012221793387366675,0.12221793387366675,0.12221793387366675,0.12221793387366953,direct_da,direct,470.0,470.0,234.0,0.07510523384183052
person,age_group,tier_1,joint_fit,True,smoothed_direct_da,470.0,True,smoothed_direct_da,470.0,15546.0,33.07659574468085,33.07659574468085,15,0.14102416712515498,1.8803222283353997,2.3378351559227895,4.25531914893617,direct_da,direct,470.0,470.0,234.0,0.30928406360198324
household,household_type,tier_1,joint_fit,True,smoothed_direct_da,235.0,True,smoothed_direct_da,235.0,8616.0,36.66382978723404,36.66382978723404,5,0.08080710800292376,3.23228432011695,4.342210837580721,8.08071080029238,direct_da,direct,235.0,235.0,240.0,0.06194556004228724
household,household_size,tier_1,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,5,0.061814280029560555,2.472571201182422,3.3943596811296364,6.181428002956052,direct_da,direct,245.0,245.0,240.0,0.06627370182888014
person,education_level,tier_2,joint_fit,True,smoothed_direct_da,285.0,True,smoothed_direct_da,285.0,10766.0,37.77543859649123,37.77543859649123,3,0.03213821289243912,2.142547526162608,2.3001352350418394,3.213821289243916,direct_da,direct,285.0,285.0,219.0,0.044825468452678936
person,labour_force_status,tier_2,joint_fit,True,smoothed_direct_da,405.0,True,smoothed_direct_da,405.0,12871.0,31.780246913580246,31.780246913580246,3,0.05306311154082631,3.5375407693884204,4.088231277967218,5.306311154082632,direct_da,direct,405.0,405.0,234.0,0.25196239307730167
person,household_income,tier_2,joint_fit,True,smoothed_direct_da,405.0,True,smoothed_direct_da,405.0,12871.0,31.780246913580246,31.780246913580246,4,0.06592579163992937,3.2962895819964686,3.6834095057611203,5.308229525462063,direct_da,direct,405.0,405.0,234.0,0.20390898992487672
household,tenure,tier_2,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,2,0.029776116574763645,2.9776116574763645,2.9776116574763645,2.9776116574763645,direct_da,direct,245.0,245.0,240.0,0.11916041334093457
household,dwelling_type,tier_2,joint_fit,True,smoothed_direct_da,250.0,True,smoothed_direct_da,250.0,8613.0,34.452,34.452,3,0.012943225357018438,0.862881690467896,1.0252424828575002,1.2943225357018417,direct_da,direct,250.0,250.0,240.0,0.07060176149733567
person,citizenship_status,tier_3,joint_fit,True,smoothed_direct_da,445.0,True,smoothed_direct_da,445.0,15417.0,34.64494382022472,34.64494382022472,2,0.05179311033420718,5.179311033420718,5.179311033420718,5.179311033420719,direct_da,direct,445.0,445.0,234.0,0.2906557467773813
person,immigrant_status,tier_3,joint_fit,True,smoothed_direct_da,450.0,True,smoothed_direct_da,450.0,15417.0,34.26,34.26,3,0.05670363884024132,3.7802425893494216,4.582142390786928,5.6703638840241295,direct_da,direct,450.0,450.0,234.0,0.3601104055697467
person,commute_mode,tier_3,joint_fit,True,smoothed_direct_da,155.0,True,smoothed_direct_da,155.0,1582.0,10.206451612903226,10.206451612903226,4,0.6287263977814934,31.43631988907467,38.239821498950086,62.87263977814934,direct_da,direct,155.0,155.0,22.0,0.722145964881414
person,commute_duration,tier_3,joint_fit,True,smoothed_direct_da,155.0,True,smoothed_direct_da,155.0,5714.0,36.86451612903226,36.86451612903226,5,0.15981121636726997,6.392448654690799,7.782082612819054,12.903225806451612,direct_da,direct,155.0,155.0,116.0,0.45728879946433676
household,bedrooms,tier_3,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,5,0.040747636101794465,1.6299054440717786,1.8368445854527644,2.3747939287135478,direct_da,direct,245.0,245.0,240.0,0.4144876178758137
household,period_built,tier_3,joint_fit,True,smoothed_direct_da,460.0,True,smoothed_direct_da,460.0,8616.0,18.730434782608697,18.730434782608697,11,0.20523999838520846,3.7316363342765175,5.148875358465483,11.677970207097005,direct_da,direct,460.0,460.0,240.0,0.5053858702986396
household,dwelling_condition,tier_3,joint_fit,True,smoothed_direct_da,245.0,True,smoothed_direct_da,245.0,8616.0,35.16734693877551,35.16734693877551,3,0.10322987133572092,6.881991422381395,7.302667311983722,10.322987133572099,direct_da,direct,245.0,245.0,240.0,0.28315222421149694
